timestamp_s,foot_ax,foot_ay,foot_az,foot_gx,foot_gy,foot_gz,foot_qi,foot_qj,foot_qk,foot_qr,shank_ax,shank_ay,shank_az,shank_gx,shank_gy,shank_gz,shank_qi,shank_qj,shank_qk,shank_qr,ankle_encoder_deg,toe_fsr_raw,heel_fsr_raw
0.002446233000000575,,,,,,,,,,,,,,,,,,,,,,,
0.0050731179999843334,,,,,,,,,,,,,,,,,,,,,79.8046875,,
0.010064744000032988,,,,,,,,,,,,,,,,,,,,,79.8046875,,
0.015070773999980247,,,,,,,,,,,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.8046875,3,0
0.020062976000019717,,,,,,,,,,,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.8046875,3,0
0.025063212000020485,,,,,,,,,,,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.8046875,3,0
0.030062359999988075,,,,,,,,,,,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.8046875,3,0
0.035063235999984954,,,,,,,,,,,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.8046875,3,0
0.04007982900003526,9.64453125,-3.3359375,-0.6640625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.98046875,3,4112
0.045062685000004876,9.64453125,-3.3359375,-0.6640625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,79.98046875,3,4112
0.05006580200000599,9.64453125,-3.3359375,-0.6640625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,80.15625,3,4112
0.055066038000006756,9.64453125,-3.3359375,-0.6640625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,8.421875,4.07421875,-0.46484375,0.0,0.0,0.0,0.0794677734375,-0.73956298828125,-0.07806396484375,0.663818359375,80.15625,3,4112
0.060062432999984594,9.64453125,-3.3359375,-0.6640625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,9.453125,2.16015625,-0.84765625,0.09375,-0.388671875,0.833984375,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,80.244140625,3,4112
0.0650786410000137,13.3203125,10.76171875,0.90625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,9.453125,2.16015625,-0.84765625,0.09375,-0.388671875,0.833984375,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,80.33203125,3,6293
0.07006722599999193,13.3203125,10.76171875,0.90625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,9.453125,2.16015625,-0.84765625,0.09375,-0.388671875,0.833984375,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,80.33203125,3,6293
0.07511886700001469,13.3203125,10.76171875,0.90625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,9.453125,2.16015625,-0.84765625,0.09375,-0.388671875,0.833984375,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,80.15625,5,6293
0.08007070799999383,13.3203125,10.76171875,0.90625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,9.453125,2.16015625,-0.84765625,0.09375,-0.388671875,0.833984375,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,80.15625,5,6293
0.08506495800003222,13.3203125,10.76171875,0.90625,-0.197265625,0.3515625,-0.779296875,-0.12518310546875,-0.71112060546875,0.12408447265625,0.6806640625,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,79.98046875,5,10917
0.09015059199998632,13.3203125,10.76171875,0.90625,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,79.716796875,5,10917
0.09507413699998324,13.3203125,10.76171875,0.90625,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.06170654296875,-0.7462158203125,-0.0577392578125,0.6602783203125,79.716796875,4,10917
0.10006621100001212,13.3203125,10.76171875,0.90625,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,79.453125,4,10917
0.10504180100002714,16.88671875,8.15625,2.171875,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,79.1015625,4,22577
0.11006806000000324,16.88671875,8.15625,2.171875,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,78.837890625,4,22577
0.11506973600000947,16.88671875,8.15625,2.171875,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,9.23046875,2.6953125,-0.38671875,0.138671875,-0.220703125,-1.232421875,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,78.662109375,4,22577
0.12006392300003199,16.88671875,8.15625,2.171875,0.095703125,-0.322265625,-1.087890625,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,18.9140625,-4.16015625,-0.08203125,0.998046875,0.298828125,-2.90625,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,78.3984375,4,22577
0.12506575999998404,14.9609375,-5.05859375,4.46875,0.673828125,0.52734375,-3.5546875,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,18.9140625,-4.16015625,-0.08203125,0.998046875,0.298828125,-2.90625,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,78.134765625,4,25517
0.1300774229999888,14.9609375,-5.05859375,4.46875,0.673828125,0.52734375,-3.5546875,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,18.9140625,-4.16015625,-0.08203125,0.998046875,0.298828125,-2.90625,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,78.134765625,4,25517
0.13509801600002902,14.9609375,-5.05859375,4.46875,0.673828125,0.52734375,-3.5546875,-0.3177490234375,-0.68048095703125,0.34454345703125,0.56329345703125,18.9140625,-4.16015625,-0.08203125,0.998046875,0.298828125,-2.90625,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,77.607421875,4,25517
0.14008074399998804,14.9609375,-5.05859375,4.46875,0.673828125,0.52734375,-3.5546875,-0.25836181640625,-0.69464111328125,0.3118896484375,0.594482421875,18.9140625,-4.16015625,-0.08203125,0.998046875,0.298828125,-2.90625,0.10394287109375,-0.73858642578125,-0.10028076171875,0.65850830078125,77.255859375,4,25517
0.14506478399999878,14.9609375,-5.05859375,4.46875,0.673828125,0.52734375,-3.5546875,-0.25836181640625,-0.69464111328125,0.3118896484375,0.594482421875,8.00390625,0.703125,-0.34765625,0.998046875,0.298828125,-2.90625,0.15240478515625,-0.73272705078125,-0.11907958984375,0.6524658203125,76.9921875,4,26218
